NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
111;1;5;2:07.963;2;;45.173;2;47.861;2;34.929;0;148.1;11:04.157;08:51:04.157;0:45.173;0:47.861;0:34.929;;Isabella Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.173;47.861;34.929;25.672;25.672;19.501;45.173;18.698;1:03.871;29.163;1:33.034;13.798;1:46.832;21.131;2:07.963;
111;1;6;2:09.396;0;;45.316;0;48.771;0;35.309;0;146.4;13:13.553;08:53:13.553;0:45.316;0:48.771;0:35.309;;Isabella Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.316;48.771;35.309;25.658;25.658;19.658;45.316;19.336;1:04.652;29.435;1:34.087;14.187;1:48.274;21.122;2:09.396;
111;1;7;2:08.153;0;;45.210;0;48.165;0;34.778;2;147.8;15:21.706;08:55:21.706;0:45.210;0:48.165;0:34.778;;Isabella Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;45.210;48.165;34.778;25.565;25.565;19.645;45.210;18.829;1:04.039;29.336;1:33.375;13.770;1:47.145;21.008;2:08.153;
113;1;1;2:37.983;0;;1:14.456;0;48.708;0;34.819;0;119.9;2:37.983;08:42:37.983;1:14.456;0:48.708;0:34.819;;Ethan Tovo;0:00:22.051;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;74.456;48.708;34.819;54.419;54.419;20.037;1:14.456;19.170;1:33.626;29.538;2:03.164;13.686;2:16.850;21.133;2:37.983;
113;1;2;2:08.837;0;;45.438;0;48.169;0;35.230;0;147.0;4:46.820;08:44:46.820;0:45.438;0:48.169;0:35.230;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.438;48.169;35.230;25.695;25.695;19.743;45.438;18.673;1:04.111;29.496;1:33.607;14.384;1:47.991;20.846;2:08.837;
113;1;3;2:07.820;0;;45.318;0;48.054;0;34.448;2;148.2;6:54.640;08:46:54.640;0:45.318;0:48.054;0:34.448;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.318;48.054;34.448;25.554;25.554;19.764;45.318;18.834;1:04.152;29.220;1:33.372;13.520;1:46.892;20.928;2:07.820;
113;1;4;2:07.849;0;;45.315;0;48.066;0;34.468;0;148.2;9:02.489;08:49:02.489;0:45.315;0:48.066;0:34.468;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.315;48.066;34.468;25.628;25.628;19.687;45.315;18.868;1:04.183;29.198;1:33.381;13.589;1:46.970;20.879;2:07.849;
113;1;5;2:07.748;2;;45.298;2;47.964;0;34.486;0;148.3;11:10.237;08:51:10.237;0:45.298;0:47.964;0:34.486;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.298;47.964;34.486;25.577;25.577;19.721;45.298;18.827;1:04.125;29.137;1:33.262;13.564;1:46.826;20.922;2:07.748;
113;1;6;2:11.358;0;;45.693;0;50.217;0;35.448;0;144.2;13:21.595;08:53:21.595;0:45.693;0:50.217;0:35.448;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.693;50.217;35.448;25.665;25.665;20.028;45.693;18.815;1:04.508;31.402;1:35.910;14.428;1:50.338;21.020;2:11.358;
113;1;7;2:07.856;0;;45.340;0;47.953;2;34.563;0;148.2;15:29.451;08:55:29.451;0:45.340;0:47.953;0:34.563;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;45.340;47.953;34.563;25.659;25.659;19.681;45.340;18.764;1:04.104;29.189;1:33.293;13.653;1:46.946;20.910;2:07.856;
12;1;1;3:00.301;0;;1:27.134;0;54.866;0;38.301;0;105.1;3:00.301;08:43:00.301;1:27.134;0:54.866;0:38.301;;John Lennon;0:00:29.351;Am;;BSI Racing;Toyota Gazoo Racing;GF;87.134;54.866;38.301;1:04.877;1:04.877;22.257;1:27.134;23.127;1:50.261;31.739;2:22.000;15.418;2:37.418;22.883;3:00.301;
12;1;2;2:16.525;0;;47.721;0;51.638;0;37.166;0;138.8;5:16.826;08:45:16.826;0:47.721;0:51.638;0:37.166;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;GF;47.721;51.638;37.166;27.278;27.278;20.443;47.721;20.534;1:08.255;31.104;1:39.359;15.053;1:54.412;22.113;2:16.525;
12;1;3;2:14.997;0;;47.333;0;50.964;0;36.700;0;140.3;7:31.823;08:47:31.823;0:47.333;0:50.964;0:36.700;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;GF;47.333;50.964;36.700;26.727;26.727;20.606;47.333;19.940;1:07.273;31.024;1:38.297;14.643;1:52.940;22.057;2:14.997;
12;1;4;2:13.367;0;;46.604;0;50.274;0;36.489;0;142.1;9:45.190;08:49:45.190;0:46.604;0:50.274;0:36.489;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;GF;46.604;50.274;36.489;26.413;26.413;20.191;46.604;19.615;1:06.219;30.659;1:36.878;14.508;1:51.386;21.981;2:13.367;
12;1;5;2:15.033;0;;46.957;0;51.135;0;36.941;0;140.3;12:00.223;08:52:00.223;0:46.957;0:51.135;0:36.941;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;GF;46.957;51.135;36.941;26.401;26.401;20.556;46.957;19.993;1:06.950;31.142;1:38.092;14.707;1:52.799;22.234;2:15.033;
12;1;6;2:14.431;0;;46.951;0;50.929;0;36.551;0;140.9;14:14.654;08:54:14.654;0:46.951;0:50.929;0:36.551;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;GF;46.951;50.929;36.551;26.605;26.605;20.346;46.951;19.718;1:06.669;31.211;1:37.880;14.627;1:52.507;21.924;2:14.431;
12;1;7;2:12.873;2;;46.374;2;50.150;2;36.349;2;142.6;16:27.527;08:56:27.527;0:46.374;0:50.150;0:36.349;;John Lennon;;Am;;BSI Racing;Toyota Gazoo Racing;FF;46.374;50.150;36.349;26.112;26.112;20.262;46.374;19.554;1:05.928;30.596;1:36.524;14.542;1:51.066;21.807;2:12.873;
13;1;1;2:22.657;0;;58.655;0;49.262;0;34.740;0;132.8;2:22.657;08:42:22.657;0:58.655;0:49.262;0:34.740;;Westin Workman;0:00:05.014;Am;;BSI Racing;Toyota Gazoo Racing;GF;58.655;49.262;34.740;38.140;38.140;20.515;58.655;19.351;1:18.006;29.911;1:47.917;13.669;2:01.586;21.071;2:22.657;
13;1;2;2:07.714;0;;45.167;0;47.992;0;34.555;0;148.3;4:30.371;08:44:30.371;0:45.167;0:47.992;0:34.555;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.167;47.992;34.555;25.515;25.515;19.652;45.167;18.802;1:03.969;29.190;1:33.159;13.601;1:46.760;20.954;2:07.714;
13;1;3;2:13.094;0;;46.596;0;51.787;0;34.711;0;142.3;6:43.465;08:46:43.465;0:46.596;0:51.787;0:34.711;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;46.596;51.787;34.711;26.372;26.372;20.224;46.596;21.959;1:08.555;29.828;1:38.383;13.920;1:52.303;20.791;2:13.094;
13;1;4;2:06.983;0;;44.968;0;47.772;0;34.243;2;149.2;8:50.448;08:48:50.448;0:44.968;0:47.772;0:34.243;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.968;47.772;34.243;25.373;25.373;19.595;44.968;18.638;1:03.606;29.134;1:32.740;13.392;1:46.132;20.851;2:06.983;
13;1;5;2:06.702;2;;44.769;3;47.596;2;34.337;0;149.5;10:57.150;08:50:57.150;0:44.769;0:47.596;0:34.337;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.769;47.596;34.337;25.288;25.288;19.481;44.769;18.539;1:03.308;29.057;1:32.365;13.446;1:45.811;20.891;2:06.702;
13;1;6;2:15.105;0;;45.490;0;55.179;0;34.436;0;140.2;13:12.255;08:53:12.255;0:45.490;0:55.179;0:34.436;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;45.490;55.179;34.436;25.319;25.319;20.171;45.490;25.999;1:11.489;29.180;1:40.669;13.513;1:54.182;20.923;2:15.105;
15;1;1;2:36.208;0;;1:12.384;0;48.949;0;34.875;0;121.3;2:36.208;08:42:36.208;1:12.384;0:48.949;0:34.875;;Brett Kowalski;0:00:19.841;Am;;TechSport;Toyota Gazoo Racing;GF;72.384;48.949;34.875;52.122;52.122;20.262;1:12.384;19.282;1:31.666;29.667;2:01.333;13.917;2:15.250;20.958;2:36.208;
15;1;2;2:08.298;0;;45.601;0;48.089;0;34.608;0;147.7;4:44.506;08:44:44.506;0:45.601;0:48.089;0:34.608;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;45.601;48.089;34.608;25.709;25.709;19.892;45.601;18.801;1:04.402;29.288;1:33.690;13.799;1:47.489;20.809;2:08.298;
15;1;3;2:07.437;2;;45.301;0;47.651;2;34.485;2;148.7;6:51.943;08:46:51.943;0:45.301;0:47.651;0:34.485;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;45.301;47.651;34.485;25.666;25.666;19.635;45.301;18.557;1:03.858;29.094;1:32.952;13.629;1:46.581;20.856;2:07.437;
15;1;4;2:07.593;0;;45.133;2;47.941;0;34.519;0;148.5;8:59.536;08:48:59.536;0:45.133;0:47.941;0:34.519;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;45.133;47.941;34.519;25.515;25.515;19.618;45.133;18.887;1:04.020;29.054;1:33.074;13.652;1:46.726;20.867;2:07.593;
15;1;5;2:09.267;0;;45.665;0;48.865;0;34.737;0;146.6;11:08.803;08:51:08.803;0:45.665;0:48.865;0:34.737;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;45.665;48.865;34.737;25.949;25.949;19.716;45.665;18.539;1:04.204;30.326;1:34.530;13.746;1:48.276;20.991;2:09.267;
15;1;6;2:07.891;0;;45.393;0;47.978;0;34.520;0;148.1;13:16.694;08:53:16.694;0:45.393;0:47.978;0:34.520;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;45.393;47.978;34.520;25.772;25.772;19.621;45.393;18.754;1:04.147;29.224;1:33.371;13.586;1:46.957;20.934;2:07.891;
2;1;1;2:24.427;0;;1:01.143;0;48.751;0;34.533;0;131.2;2:24.427;08:42:24.427;1:01.143;0:48.751;0:34.533;;Will Robusto;0:00:08.676;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;61.143;48.751;34.533;40.696;40.696;20.447;1:01.143;19.119;1:20.262;29.632;1:49.894;13.625;2:03.519;20.908;2:24.427;
2;1;2;2:07.442;0;;45.173;0;47.834;0;34.435;0;148.7;4:31.869;08:44:31.869;0:45.173;0:47.834;0:34.435;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.173;47.834;34.435;25.642;25.642;19.531;45.173;18.735;1:03.908;29.099;1:33.007;13.654;1:46.661;20.781;2:07.442;
2;1;3;2:06.877;0;;44.903;0;47.728;0;34.246;2;149.3;6:38.746;08:46:38.746;0:44.903;0:47.728;0:34.246;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.903;47.728;34.246;25.317;25.317;19.586;44.903;18.727;1:03.630;29.001;1:32.631;13.466;1:46.097;20.780;2:06.877;
2;1;4;2:08.040;0;;44.912;0;47.875;0;35.253;0;148.0;8:46.786;08:48:46.786;0:44.912;0:47.875;0:35.253;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.912;47.875;35.253;25.467;25.467;19.445;44.912;18.624;1:03.536;29.251;1:32.787;14.288;1:47.075;20.965;2:08.040;
2;1;5;2:13.109;0;;46.732;0;52.011;0;34.366;0;142.3;10:59.895;08:50:59.895;0:46.732;0:52.011;0:34.366;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;46.732;52.011;34.366;25.911;25.911;20.821;46.732;22.877;1:09.609;29.134;1:38.743;13.709;1:52.452;20.657;2:13.109;
2;1;6;2:06.831;0;;44.857;0;47.709;0;34.265;0;149.4;13:06.726;08:53:06.726;0:44.857;0:47.709;0:34.265;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.857;47.709;34.265;25.374;25.374;19.483;44.857;18.566;1:03.423;29.143;1:32.566;13.537;1:46.103;20.728;2:06.831;
2;1;7;2:06.628;2;;44.834;2;47.397;3;34.397;0;149.6;15:13.354;08:55:13.354;0:44.834;0:47.397;0:34.397;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;44.834;47.397;34.397;25.335;25.335;19.499;44.834;18.550;1:03.384;28.847;1:32.231;13.508;1:45.739;20.889;2:06.628;
21;1;1;2:29.595;0;;1:06.398;0;48.428;0;34.769;0;126.6;2:29.595;08:42:29.595;1:06.398;0:48.428;0:34.769;;Ford Koch;0:00:12.444;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;66.398;48.428;34.769;45.733;45.733;20.665;1:06.398;18.856;1:25.254;29.572;1:54.826;13.809;2:08.635;20.960;2:29.595;
21;1;2;2:07.910;0;;45.455;0;47.959;0;34.496;2;148.1;4:37.505;08:44:37.505;0:45.455;0:47.959;0:34.496;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.455;47.959;34.496;25.638;25.638;19.817;45.455;18.656;1:04.111;29.303;1:33.414;13.608;1:47.022;20.888;2:07.910;
21;1;3;2:07.750;0;;45.475;0;47.730;0;34.545;0;148.3;6:45.255;08:46:45.255;0:45.475;0:47.730;0:34.545;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.475;47.730;34.545;25.641;25.641;19.834;45.475;18.596;1:04.071;29.134;1:33.205;13.488;1:46.693;21.057;2:07.750;
21;1;4;2:07.584;0;;45.293;0;47.493;2;34.798;0;148.5;8:52.839;08:48:52.839;0:45.293;0:47.493;0:34.798;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.293;47.493;34.798;25.575;25.575;19.718;45.293;18.458;1:03.751;29.035;1:32.786;13.667;1:46.453;21.131;2:07.584;
21;1;5;2:07.787;0;;45.439;0;47.744;0;34.604;0;148.3;11:00.626;08:51:00.626;0:45.439;0:47.744;0:34.604;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.439;47.744;34.604;25.723;25.723;19.716;45.439;18.620;1:04.059;29.124;1:33.183;13.589;1:46.772;21.015;2:07.787;
21;1;6;2:08.202;0;;45.155;2;48.030;0;35.017;0;147.8;13:08.828;08:53:08.828;0:45.155;0:48.030;0:35.017;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.155;48.030;35.017;25.431;25.431;19.724;45.155;18.758;1:03.913;29.272;1:33.185;14.158;1:47.343;20.859;2:08.202;
21;1;7;2:07.498;2;;45.199;0;47.728;0;34.571;0;148.6;15:16.326;08:55:16.326;0:45.199;0:47.728;0:34.571;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;45.199;47.728;34.571;25.479;25.479;19.720;45.199;18.495;1:03.694;29.233;1:32.927;13.595;1:46.522;20.976;2:07.498;
31;1;1;2:37.313;0;;1:13.227;0;48.975;0;35.111;0;120.4;2:37.313;08:42:37.313;1:13.227;0:48.975;0:35.111;;Jackson Tovo;0:00:20.304;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;73.227;48.975;35.111;52.894;52.894;20.333;1:13.227;19.165;1:32.392;29.810;2:02.202;14.084;2:16.286;21.027;2:37.313;
31;1;2;2:08.810;0;;45.565;0;48.458;0;34.787;0;147.1;4:46.123;08:44:46.123;0:45.565;0:48.458;0:34.787;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.565;48.458;34.787;25.764;25.764;19.801;45.565;18.807;1:04.372;29.651;1:34.023;13.881;1:47.904;20.906;2:08.810;
31;1;3;2:09.675;0;;46.145;0;49.029;0;34.501;0;146.1;6:55.798;08:46:55.798;0:46.145;0:49.029;0:34.501;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;46.145;49.029;34.501;26.012;26.012;20.133;46.145;19.544;1:05.689;29.485;1:35.174;13.486;1:48.660;21.015;2:09.675;
31;1;4;2:08.066;0;;45.505;0;48.100;0;34.461;2;147.9;9:03.864;08:49:03.864;0:45.505;0:48.100;0:34.461;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.505;48.100;34.461;25.756;25.756;19.749;45.505;18.677;1:04.182;29.423;1:33.605;13.547;1:47.152;20.914;2:08.066;
31;1;5;2:07.507;2;;45.250;2;47.782;2;34.475;0;148.6;11:11.371;08:51:11.371;0:45.250;0:47.782;0:34.475;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.250;47.782;34.475;25.548;25.548;19.702;45.250;18.628;1:03.878;29.154;1:33.032;13.526;1:46.558;20.949;2:07.507;
31;1;6;2:09.448;0;;45.359;0;49.157;0;34.932;0;146.4;13:20.819;08:53:20.819;0:45.359;0:49.157;0:34.932;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;45.359;49.157;34.932;25.658;25.658;19.701;45.359;18.885;1:04.244;30.272;1:34.516;14.040;1:48.556;20.892;2:09.448;
31;1;7;2:08.276;0;;45.488;0;48.274;0;34.514;0;147.7;15:29.095;08:55:29.095;0:45.488;0:48.274;0:34.514;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;45.488;48.274;34.514;25.638;25.638;19.850;45.488;18.813;1:04.301;29.461;1:33.762;13.560;1:47.322;20.954;2:08.276;
41;1;1;2:42.001;0;;1:17.233;0;49.494;0;35.274;0;116.9;2:42.001;08:42:42.001;1:17.233;0:49.494;0:35.274;;Jenson Sofronas;0:00:23.389;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;77.233;49.494;35.274;56.305;56.305;20.928;1:17.233;19.316;1:36.549;30.178;2:06.727;13.921;2:20.648;21.353;2:42.001;
41;1;2;2:09.459;0;;45.886;0;48.656;0;34.917;0;146.3;4:51.460;08:44:51.460;0:45.886;0:48.656;0:34.917;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.886;48.656;34.917;25.985;25.985;19.901;45.886;19.132;1:05.018;29.524;1:34.542;13.707;1:48.249;21.210;2:09.459;
41;1;3;2:08.486;0;;45.464;0;48.340;0;34.682;2;147.4;6:59.946;08:46:59.946;0:45.464;0:48.340;0:34.682;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.464;48.340;34.682;25.591;25.591;19.873;45.464;19.014;1:04.478;29.326;1:33.804;13.639;1:47.443;21.043;2:08.486;
41;1;4;2:08.262;2;;45.321;2;48.111;2;34.830;0;147.7;9:08.208;08:49:08.208;0:45.321;0:48.111;0:34.830;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.321;48.111;34.830;25.648;25.648;19.673;45.321;18.869;1:04.190;29.242;1:33.432;13.702;1:47.134;21.128;2:08.262;
41;1;5;2:08.957;0;;45.413;0;48.518;0;35.026;0;146.9;11:17.165;08:51:17.165;0:45.413;0:48.518;0:35.026;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.413;48.518;35.026;25.728;25.728;19.685;45.413;18.793;1:04.206;29.725;1:33.931;13.972;1:47.903;21.054;2:08.957;
41;1;6;2:08.869;0;;45.572;0;48.421;0;34.876;0;147.0;13:26.034;08:53:26.034;0:45.572;0:48.421;0:34.876;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.572;48.421;34.876;25.562;25.562;20.010;45.572;19.044;1:04.616;29.377;1:33.993;13.742;1:47.735;21.134;2:08.869;
41;1;7;2:08.754;0;;45.331;0;48.564;0;34.859;0;147.1;15:34.788;08:55:34.788;0:45.331;0:48.564;0:34.859;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;45.331;48.564;34.859;25.629;25.629;19.702;45.331;19.008;1:04.339;29.556;1:33.895;13.614;1:47.509;21.245;2:08.754;
46;1;1;2:23.526;0;;1:00.390;0;48.531;0;34.605;0;132.0;2:23.526;08:42:23.526;1:00.390;0:48.531;0:34.605;;Lucas Weisenberg;0:00:07.708;Am;;Lucas Racing;Toyota Gazoo Racing;GF;60.390;48.531;34.605;39.998;39.998;20.392;1:00.390;19.055;1:19.445;29.476;1:48.921;13.745;2:02.666;20.860;2:23.526;
46;1;2;2:07.277;0;;45.220;0;47.602;0;34.455;0;148.8;4:30.803;08:44:30.803;0:45.220;0:47.602;0:34.455;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;45.220;47.602;34.455;25.618;25.618;19.602;45.220;18.653;1:03.873;28.949;1:32.822;13.658;1:46.480;20.797;2:07.277;
46;1;3;2:07.183;0;;44.865;2;47.906;0;34.412;0;149.0;6:37.986;08:46:37.986;0:44.865;0:47.906;0:34.412;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;44.865;47.906;34.412;25.281;25.281;19.584;44.865;18.828;1:03.693;29.078;1:32.771;13.482;1:46.253;20.930;2:07.183;
46;1;4;2:11.108;0;;45.057;0;49.461;0;36.590;0;144.5;8:49.094;08:48:49.094;0:45.057;0:49.461;0:36.590;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;45.057;49.461;36.590;25.479;25.479;19.578;45.057;18.844;1:03.901;30.617;1:34.518;14.747;1:49.265;21.843;2:11.108;
46;1;5;2:06.729;2;;44.915;0;47.545;2;34.269;2;149.5;10:55.823;08:50:55.823;0:44.915;0:47.545;0:34.269;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;44.915;47.545;34.269;25.331;25.331;19.584;44.915;18.547;1:03.462;28.998;1:32.460;13.501;1:45.961;20.768;2:06.729;
5;1;1;2:33.398;0;;1:07.921;0;50.341;0;35.136;0;123.5;2:33.398;08:42:33.398;1:07.921;0:50.341;0:35.136;;Beltre Curtis;0:00:13.148;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;67.921;50.341;35.136;46.658;46.658;21.263;1:07.921;19.751;1:27.672;30.590;1:58.262;13.974;2:12.236;21.162;2:33.398;
5;1;2;2:09.515;0;;45.867;0;48.721;0;34.927;0;146.3;4:42.913;08:44:42.913;0:45.867;0:48.721;0:34.927;;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.867;48.721;34.927;25.777;25.777;20.090;45.867;18.897;1:04.764;29.824;1:34.588;13.652;1:48.240;21.275;2:09.515;
