"Pos","PIC","#","Name","Class","Laps","Total Time","Total Time (ms)","Best Time","Best Time (ms)","Best Speed","Best Lap","Diff","Gap","Points","Start Pos","Total distance","Laps led","Startgrid Comment","First Name","Last Name","2nd Best Time","2nd Best Time (ms)","Pitstops","S1 Best Time","S1 Best Time (ms)","S2 Best Time","S2 Best Time (ms)","S3 Best Time","S3 Best Time (ms)","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","Start PIC","Pos Gained","Pos Gained Overall"
"11","11","88","Henry Drury","Am","16","45:17.934",2717934,"2:30.079",150079,"81.797","8","6.075","0.520","0","20","54.560","0","2:30.501","Henry","Drury","2:30.122",150122,"","32.506",32506,"57.224",57224,"59.963",59963,"Henry","Drury","","219218","GR Cup","Toyota GR86","Precision Racing LA w/ PT Autosport","Toyota Gazoo Racing","GBR","","entries:events-2024-sro-cota:7OJg2Yd03D0Yj02D9afYt","entries:events-2024-sro-cota:7OJg2Yd03D0Yj02D9afYt","13339178","",20,"9 (20 → 11)","9"
"12","12","39","Maximilian Hewitt","Am","16","45:18.587",2718587,"2:29.975",149975,"81.854","9","6.728","0.653","0","14","54.560","0","2:29.273","Maximilian","Hewitt","2:30.115",150115,"","32.551",32551,"57.455",57455,"59.587",59587,"Maximilian","Hewitt","","219206","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:WR7-4L5Im-cZhjwzDow_2","entries:events-2024-sro-cota:WR7-4L5Im-cZhjwzDow_2","13778007","",14,"2 (14 → 12)","2"
"13","13","50","Casey Mashore","Am","16","45:19.898",2719898,"2:30.086",150086,"81.793","9","8.039","1.311","0","21","54.560","0","2:30.718","Casey","Mashore","2:30.236",150236,"","32.550",32550,"57.351",57351,"59.933",59933,"Casey","Mashore","","219242","GR Cup","Toyota GR86","Mashore Autobody","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:ihP6wQdnDxrAMGDKI0n_-","entries:events-2024-sro-cota:ihP6wQdnDxrAMGDKI0n_-","10127188","",21,"8 (21 → 13)","8"
"14","14","11","Austin Dodge","Am","16","45:20.646",2720646,"2:29.965",149965,"81.859","7","8.787","0.748","0","10","54.560","0","2:28.700","Austin","Dodge","2:30.117",150117,"","32.560",32560,"57.497",57497,"59.684",59684,"Austin","Dodge","","219268","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","entries:events-2024-sro-cota:fsArOOiWGipF2rq_GY8sy","10741809","",10,"-4 (10 → 14)","-4"
"15","15","18","Jordan RickSegrini","Am","16","45:21.793",2721793,"2:30.062",150062,"81.806","11","9.934","1.147","0","5","54.560","0","2:28.289","Jordan","RickSegrini","2:30.312",150312,"","32.668",32668,"57.319",57319,"59.833",59833,"Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","entries:events-2024-sro-cota:NQaU9Oqhp5E8H63oir4LL","12415550","",5,"-10 (5 → 15)","-10"
"16","16","77","William Lambros","Am","16","45:22.516",2722516,"2:31.087",151087,"81.251","10","10.657","0.723","0","19","54.560","0","2:29.891","William","Lambros","2:31.408",151408,"","32.809",32809,"57.712",57712,"1:00.302",60302,"William","Lambros","","219145","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:6CAGIXjLdXcD1QPpS2LD-","entries:events-2024-sro-cota:6CAGIXjLdXcD1QPpS2LD-","15422081","",19,"3 (19 → 16)","3"
"17","17","25","Alfonso Diaz","Am","16","45:22.983",2722983,"2:31.663",151663,"80.943","4","11.124","0.467","0","24","54.560","0","2:30.851","Alfonso","Diaz","2:31.905",151905,"","32.776",32776,"58.044",58044,"1:00.494",60494,"Alfonso","Diaz","","219082","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","PRI","","entries:events-2024-sro-cota:GrInyKtAxuH3-4UJS_r5W","entries:events-2024-sro-cota:GrInyKtAxuH3-4UJS_r5W","13583245","",24,"7 (24 → 17)","7"
"18","18","09","Maddie Aust","Am","16","45:23.786",2723786,"2:31.100",151100,"81.244","6","11.927","0.803","0","18","54.560","0","2:29.617","Maddie","Aust","2:31.146",151146,"1","32.643",32643,"57.637",57637,"1:00.252",60252,"Maddie","Aust","","218788","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:_QDYhJUB-wE8M4RS8zjqw","entries:events-2024-sro-cota:_QDYhJUB-wE8M4RS8zjqw","14061566","",18,"0 (18 → 18)","0"
"19","19","31","Luke Rumburg","Am","16","45:25.309",2725309,"2:31.247",151247,"81.165","6","13.450","1.523","0","16","54.560","0","2:29.591","Luke","Rumburg","2:31.677",151677,"1","32.864",32864,"57.670",57670,"1:00.506",60506,"Luke","Rumburg","","218701","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:FAq1oeKnRxcHLMNhlaOVO","entries:events-2024-sro-cota:FAq1oeKnRxcHLMNhlaOVO","16199534","",16,"-3 (16 → 19)","-3"
"20","20","86","Andrew Gilleland","Am","16","45:25.953",2725953,"2:34.206",154206,"79.608","3","14.094","0.644","0","26","54.560","0","2:32.868","Andrew","Gilleland","2:34.630",154630,"1","33.291",33291,"58.760",58760,"1:01.477",61477,"Andrew","Gilleland","","","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:SpPtwdoW5tDw-PUWS3t0O","entries:events-2024-sro-cota:SpPtwdoW5tDw-PUWS3t0O","16239460","",26,"6 (26 → 20)","6"
"21","21","75","Miki Onaga","Am","16","45:26.616",2726616,"2:30.486",150486,"81.576","6","14.757","0.663","0","22","54.560","0","2:30.734","Miki","Onaga","2:31.354",151354,"1","32.771",32771,"57.519",57519,"1:00.098",60098,"Miki","Onaga","","","GR Cup","Toyota GR86","Hattori Motorsports","Toyota Gazoo Racing","JAP","","entries:events-2024-sro-cota:eZb9v6bRgP2OwPM5DL3VA","entries:events-2024-sro-cota:eZb9v6bRgP2OwPM5DL3VA","12969501","",22,"1 (22 → 21)","1"
"22","22","20","Ramon Llanos","Am","16","45:27.954",2727954,"2:40.377",160377,"76.545","7","16.095","1.338","0","28","54.560","0","2:39.383","Ramon","Llanos","2:41.027",161027,"","34.450",34450,"1:01.671",61671,"1:03.523",63523,"Ramon","Llanos","","","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-cota:I0LA1Bqphwyy78FYKBU9e","entries:events-2024-sro-cota:I0LA1Bqphwyy78FYKBU9e","14496123","",28,"6 (28 → 22)","6"
"23","23","3","Jason Kos","Am","14","38:20.937",2300937,"2:31.589",151589,"80.982","4","2 Laps","2 Laps","0","25","47.740","0","2:32.161","Jason","Kos","2:31.625",151625,"1","32.839",32839,"58.186",58186,"1:00.487",60487,"Jason","Kos","","219094","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:PQlzH9epiVLLnEfg8a9ln","entries:events-2024-sro-cota:PQlzH9epiVLLnEfg8a9ln","11191062","",25,"2 (25 → 23)","2"
"24","24","51","Adam Brickley","Am","13","34:07.426",2047426,"2:29.393",149393,"82.173","6","3 Laps","1 Lap","0","7","44.330","0","2:28.604","Adam","Brickley","2:29.702",149702,"","32.436",32436,"57.029",57029,"59.710",59710,"Adam","Brickley","","219295","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","entries:events-2024-sro-cota:1A_jPewS7Su4N_DXwDXLU","12714404","",7,"-17 (7 → 24)","-17"
"25","25","57","Mia Lovell","Am","13","34:07.791",2047791,"2:29.641",149641,"82.036","8","3 Laps","0.365","0","13","44.330","0","2:29.260","Mia","Lovell","2:29.711",149711,"","32.443",32443,"57.092",57092,"59.703",59703,"Mia","Lovell","","218686","GR Cup","Toyota GR86","Copeland Motorsports","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:yenahMlkJwKEOId8Hhb2L","entries:events-2024-sro-cota:yenahMlkJwKEOId8Hhb2L","10314665","",13,"-12 (13 → 25)","-12"
"26","26","14","Alex Garcia","Am","13","34:08.040",2048040,"2:29.718",149718,"81.994","8","3 Laps","0.249","0","12","44.330","0","2:29.163","Alex","Garcia","2:30.087",150087,"","32.473",32473,"57.166",57166,"59.701",59701,"Alex","Garcia","","219120","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:PZXURr7q2oXLTJiA_zMYb","entries:events-2024-sro-cota:PZXURr7q2oXLTJiA_zMYb","15057570","",12,"-14 (12 → 26)","-14"
"27","27","21","Livio Galanti","Am","10","25:29.793",1529793,"2:30.862",150862,"81.372","2","6 Laps","3 Laps","0","15","34.100","0","2:29.467","Livio","Galanti","2:30.876",150876,"","32.738",32738,"57.677",57677,"1:00.010",60010,"Livio","Galanti","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:FSkNzdfan_qDMuUZx1bCb","entries:events-2024-sro-cota:FSkNzdfan_qDMuUZx1bCb","11765029","",15,"-12 (15 → 27)","-12"
"28","28","47","Ayden Kirk","Am","10","25:34.698",1534698,"2:31.410",151410,"81.078","6","6 Laps","4.905","0","23","34.100","0","2:30.781","Ayden","Kirk","2:31.511",151511,"","32.698",32698,"57.835",57835,"1:00.268",60268,"Ayden","Kirk","","","GR Cup","Toyota GR86","TechSport Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:jS74YkVJcFzPnN7BZMXRD","entries:events-2024-sro-cota:jS74YkVJcFzPnN7BZMXRD","11286329","",23,"-5 (23 → 28)","-5"
"29","29","61","James Klimas","Am","9","23:35.859",1415859,"2:34.297",154297,"79.561","4","7 Laps","1 Lap","0","27","30.690","0","2:32.980","James","Klimas","2:34.572",154572,"","33.262",33262,"58.873",58873,"1:01.993",61993,"James","Klimas","","219118","GR Cup","Toyota GR86","Skip Barber Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-cota:4g-bMzXlrE5s2lQ5fJ9MP","entries:events-2024-sro-cota:4g-bMzXlrE5s2lQ5fJ9MP","12079696","",27,"-2 (27 → 29)","-2"
